ID_Intervention,Date,ID_Machine,Type_Panne,Duree_Arret_h,Technicien,Pieces_Changees
INT-00247,2024-12-24,CNC-006,Vibration Anormale,14.75,Isabelle Garcia,Aucune
INT-00248,2024-10-18,CMP-007,Défaut Capteur,27.25,Sophie Bernard,Disjoncteur C16
INT-00249,2024-08-01,CNC-006,Défaut Lubrification,41.50,Sophie Bernard,"Capteur inductif M12, Electrovanne 5/2"
INT-00250,2024-04-20,CMP-007,Défaut Capteur,43.00,Thomas Laurent,Joint torique NBR 40x3
INT-00251,2024-12-22,MOT-006,Fuite,32.50,N.Michel,"Courroie HTD 800-8M, Câble 3G2.5, Huile ISO VG 68"
INT-00252,2024-01-27,CVY-010,Panne Hydraulique,3.75,Celine Lefebvre,Vérin pneumatique ISO 6432
INT-00253,2024-06-09,PMP-002,Usure Normale,12.00,Thomas Laurent,"Vérin pneumatique ISO 6432, Joint torique NBR 40x3, Huile ISO VG 68"
INT-00254,2024-08-18,CNC-003,Surchauffe,47.50,N.Michel,Relais temporisé
INT-00255,2024-01-14,CMP-010,Panne Mécanique,21.50,Isabelle Garcia,Joint torique NBR 40x3
INT-00256,2024-04-19,CNC-007,Défaut Capteur,29.50,Martin Dupont,"Filtre hydraulique HF35, Roulement SKF 6205"
INT-00257,2024-08-03,PMP-009,Panne Pneumatique,30.75,Julie Moreau,"Huile ISO VG 68, Contacteur LC1D09"
INT-00258,2024-03-03,MOT-007,Panne Mécanique,9.00,Sophie Bernard,"Joint torique NBR 40x3, Vérin pneumatique ISO 6432"
INT-00259,2024-03-14,MOT-006,Défaut Capteur,23.25,Isabelle Garcia,Joint torique NBR 40x3
INT-00260,2024-12-05,CNC-010,Défaut capteur,20.00,Sophie Bernard,Vérin pneumatique ISO 6432
INT-00261,2024-04-21,PMP-002,Panne Mécanique,21.50,Thomas Laurent,Huile ISO VG 68
INT-00262,2024-01-27,CNC-001,panne pneumatique,11.50,julie moreau,Huile ISO VG 68
INT-00263,2024-12-04,CMP-004,Usure Normale,26.00,T.Laurent,Joint torique NBR 40x3
INT-00264,2024-09-14,PMP-007,Usure Normale,42.25,Martin Dupont,"Roulement SKF 6205, Graisse lithium NLGI 2, Huile ISO VG 68"
INT-00265,2024-09-19,CMP-001,Surchauffe,21.00,Pierre Rodriguez,Electrovanne 5/2
INT-00266,2024-07-25,CVY-006,Panne Hydraulique,13.50,Thomas Laurent,Contacteur LC1D09
INT-00267,2024-05-09,CVY-009,Défaut Lubrification,16.00,Marie Simon,"Câble 3G2.5, Variateur ATV320"
INT-00268,2024-08-16,PMP-006,Surchauffe,32.75,Pierre Rodriguez,"Vérin pneumatique ISO 6432, Câble 3G2.5, Courroie HTD 800-8M"
INT-00269,2024-08-21,CVY-007,Panne Pneumatique,30.00,Julie Moreau,Fusible 10A; Relais temporisé; Graisse lithium NLGI 2
INT-00270,2024-05-20,CMP-006,Défaut Capteur,0.50,Thomas Laurent,"Graisse lithium NLGI 2, Roulement SKF 6205"
INT-00271,2024-11-05,CVY-002,Vibrations Anormales,33.00,Julie Moreau,"Joint torique NBR 40x3, Huile ISO VG 68, Electrovanne 5/2"
INT-00272,2024-05-30,MOT-001,Défaut Lubrification,45.50,Céline Lefebvre,Graisse lithium NLGI 2
INT-00273,2024-07-27,PMP-004,Panne Pneumatique,25.25,Nicolas Michel,-
INT-00274,2024-10-15,MOT-006,Défaut Capteur,8.50,Marie Simon,"Variateur ATV320, Joint torique NBR 40x3"
INT-00275,2024-01-25,PMP-006,Panne Mécanique,16.75,Martin Dupont,Fusible 10A
INT-00276,2024-03-31,CVY-006,Panne Pneumatique,0 heures 45 min,Alexandre Petit,Filtre hydraulique HF35
INT-00277,2024-01-28,PMP-008,Défaut Lubrification,47.75,S.Bernard,
INT-00278,2024-03-12,CVY-001,Vibrations Anormales,18.50,Pierre Rodriguez,Fusible 10A
INT-00279,2024-05-17,CVY-006,Défaut Lubrification,30.00,Julie Moreau,"Joint torique NBR 40x3, Huile ISO VG 68"
INT-00280,2024-10-25,CNC-010,Usure Normale,15.00,Alexandre Petit,
INT-00281,2024-10-14,MOT-010,Panne Pneumatique,32.50,Thomas Laurent,N/A
INT-00282,2024-03-10,PMP-008,Panne Pneumatique,21.50,Céline Lefebvre,Aucune
INT-00283,2024-10-14,CMP-005,Panne Mécanique,34.50,Céline Lefebvre,Câble 3G2.5
INT-00284,2024-06-14,PMP-003,Usure Normale,7.50,Pierre Rodriguez,"Câble 3G2.5, Contacteur LC1D09, Variateur ATV320"
INT-00285,2024-09-21,CMP-006,Panne Électrique,24.50,Julie Moreau,
INT-00286,2024-08-27,CVY-009,Usure Normale,46.25,Marie Simon,"Variateur ATV320, Huile ISO VG 68, Capteur inductif M12"
INT-00287,2024-03-31,CVY-002,Défaut Lubrification,19.25,Isabelle Garcia,Huile ISO VG 68
INT-00288,2024-08-02,CVY-006,Fuite,25.00,Martin Dupont,Vérin pneumatique ISO 6432
INT-00289,2024-05-24,CVY-007,Défaut Lubrification,18 heures 15 min,Pierre Rodriguez,Fusible 10A
INT-00290,2024-07-15,PMP-007,Vibrations Anormales,7.25,RODRIGUEZ,"Variateur ATV320, Câble 3G2.5"
INT-00291,2024-04-28,MOT-002,Défaut Lubrification,0.50,Pierre Rodriguez,Courroie HTD 800-8M
INT-00292,2024-10-03,PMP-002,Panne Pneumatique,6.75,RODRIGUEZ,Contacteur LC1D09
INT-00293,2024-10-29,CNC-005,Panne Électrique,31.00,Céline Lefebvre,
INT-00294,2024-02-06,CVY-001,Panne Pneumatique,34.25,Thomas Laurent,Filtre hydraulique HF35
INT-00295,2024-12-18,PMP-002,Vibration Anormale,7.75,Sophie Bernard,Relais temporisé
INT-00296,2024-12-20,MOT-001,Panne Hydraulique,2.00,Sophie Bernard,Huile ISO VG 68
INT-00297,2024-08-23,PMP-006,Usure Normale,48.75,Martin Dupont,"Disjoncteur C16, Câble 3G2.5"
INT-00298,2024-06-21,CNC-009,Défaut Capteur,45.25,Céline Lefebvre,Fusible 10A
INT-00299,2024-04-03,PMP-004,Panne Pneumatique,35.75,Celine Lefebvre,"Joint torique NBR 40x3, Relais temporisé"
INT-00300,2024-10-24,CVY-004,Défaut Lubrification,33.25,Julie Moreau,Courroie HTD 800-8M
INT-00301,2024-12-05,CNC-003,,12.25,Celine Lefebvre,"Joint torique NBR 40x3, Graisse lithium NLGI 2"
INT-00302,2024-09-09,CNC-005,Panne Pneumatique,12:30,I. Garcia,"Courroie HTD 800-8M, Contacteur LC1D09"
INT-00303,2024-02-14,CNC-001,Panne Pneumatique,26.25,Isabelle Garcia,"Capteur inductif M12, Courroie HTD 800-8M, Fusible 10A"
INT-00304,2024-12-17,CNC-008,Fuites,14.25,Pierre Rodriguez,Disjoncteur C16
INT-00305,2024-12-26,CMP-008,Panne Électrique,19.25,T.Laurent,"Variateur ATV320, Fusible 10A"
INT-00306,2024-10-15,MOT-005,Défaut Capteur,25.75,Isabelle Garcia,"Electrovanne 5/2, Disjoncteur C16"
INT-00307,2024-03-27,CMP-010,Défaut Lubrification,2 heures 15 min,Alexandre Petit,Joint torique NBR 40x3
INT-00308,2024-03-25,PMP-009,Surchauffe,37.50,Nicolas Michel,"Fusible 10A, Courroie HTD 800-8M"
INT-00309,2024-10-29,PMP-010,Défaut Lubrification,24.75,Alexandre Petit,Disjoncteur C16
INT-00310,2024-03-08,CNC-005,Panne Pneumatique,16h15,Thomas Laurent,Graisse lithium NLGI 2
INT-00311,2024-03-14,PMP-006,Panne Pneumatique,41.00,M. Dupont,
INT-00312,2024-06-20,MOT-004,Panne Électrique,42.75,Marie SIMON,Roulement SKF 6205
INT-00313,2024-01-31,PMP-003,Panne Électrique,6.50,Alexandre Petit,Disjoncteur C16
INT-00314,2024-10-12,CMP-007,Usure Normale,25.00,Alexandre Petit,"Vérin pneumatique ISO 6432, Joint torique NBR 40x3, Fusible 10A"
INT-00315,2024-08-22,CVY-004,Usure normale,37.50,Isabelle Garcia,"Filtre hydraulique HF35, Huile ISO VG 68"
INT-00316,2024-10-29,PMP-002,Défaut Lubrification,36.25,A. PETIT,"Huile ISO VG 68, Courroie HTD 800-8M, Contacteur LC1D09"
INT-00317,2024-09-27,MOT-007,Usure Normale,11.50,Céline Lefebvre,Relais temporisé
INT-00318,2024-12-20,MOT-006,Panne Pneumatique,4.00,Alexandre Petit,"Electrovanne 5/2, Roulement SKF 6205"
INT-00319,2024-10-06,CMP-006,Panne Mécanique,17.25,Julie Moreau,Electrovanne 5/2
INT-00320,2024-04-25,MOT-005,Panne Pneumatique,24 heures 0 min,Martin Dupont,Capteur inductif M12
INT-00321,2024-01-15,CNC-004,,40.50,Julie Moreau,"Variateur ATV320, Joint torique NBR 40x3"
INT-00322,2024-09-19,CNC-008,Panne Électrique,13.00,Céline Lefebvre,"Vérin pneumatique ISO 6432, Graisse lithium NLGI 2, Filtre hydraulique HF35"
INT-00323,2024-05-04,CVY-007,Panne Hydraulique,38.25,Martin Dupont,Electrovanne 5/2
INT-00324,2024-05-10,CVY-006,Défaut capteur,29.50,Julie Moreau,"Capteur inductif M12, Disjoncteur C16"
INT-00325,2024-06-17,CVY-007,Défaut Lubrification,10.50,Nicolas Michel,Fusible 10A
INT-00326,2024-04-17,CNC-009,Panne Hydraulique,24.75,julie moreau,"Electrovanne 5/2, Graisse lithium NLGI 2"
INT-00327,2024-01-10,MOT-010,Panne Pneumatique,19.25,Julie Moreau,
INT-00328,2024-11-06,CVY-005,Panne Hydraulique,0.50,S.Bernard,Relais temporisé
INT-00329,2024-06-07,MOT-006,Panne Mécanique,44.50,Céline Lefebvre,Filtre hydraulique HF35
INT-00330,2024-06-23,MOT-007,Surchauffe,44.00,Martin Dupont,Electrovanne 5/2
INT-00331,2024-05-25,CNC-007,Vibrations Anormales,4.75,julie moreau,-
INT-00332,2024-02-15,CVY-010,Vibrations Anormales,30.00,Isabelle Garcia,"Joint torique NBR 40x3, Vérin pneumatique ISO 6432"
INT-00333,2024-11-21,MOT-002,Panne Pneumatique,36.50,Nicolas Michel,"Electrovanne 5/2, Filtre hydraulique HF35"
INT-00334,2024-08-07,PMP-008,Panne Électrique,46.25,Alexandre Petit,"Filtre hydraulique HF35, Joint torique NBR 40x3"
INT-00335,2024-07-12,CNC-009,Surchauffe,8.50,Sophie Bernard,Joint torique NBR 40x3
INT-00336,2024-02-05,MOT-008,Vibrations Anormales,34h00,Marie Simon,Courroie HTD 800-8M
INT-00337,2024-09-06,CMP-003,Fuite,15.0,RODRIGUEZ,"Fusible 10A, Variateur ATV320, Roulement SKF 6205"
INT-00338,2024-04-15,PMP-007,Panne Pneumatique,8.75,Thomas Laurent,
INT-00339,2024-11-25,PMP-004,Def. Lubrification,35.00,Julie Moreau,Electrovanne 5/2
INT-00340,2024-09-02,MOT-007,Défaut Lubrification,29.75,Marie Simon,"Disjoncteur C16, Joint torique NBR 40x3"
INT-00341,2024-05-22,PMP-001,Panne Hydraulique,40.50,Nicolas Michel,"Filtre hydraulique HF35, Huile ISO VG 68"
INT-00342,2024-07-29,CMP-003,Panne Hydraulique,37.75,RODRIGUEZ,Variateur ATV320
INT-00343,2024-12-31,CVY-002,Fuite,30.50,Marie Simon,Contacteur LC1D09
INT-00344,2024-12-05,CVY-009,Surchauffe,5.50,Isabelle Garcia,"Electrovanne 5/2, Huile ISO VG 68, Fusible 10A"
INT-00345,2024-08-18,PMP-001,Usure Normale,33.25,Thomas Laurent,Disjoncteur C16
INT-00346,2024-12-15,MOT-005,Défaut Capteur,33.25,N.Michel,
INT-00347,2024-09-04,MOT-007,Panne Pneumatique,4.25,Pierre Rodriguez,Fusible 10A
INT-00348,2024-02-02,CMP-007,Défaut Lubrification,35.75,Julie Moreau,"Câble 3G2.5, Relais temporisé"
INT-00349,2024-08-23,MOT-006,Vibration Anormale,4.50,Marie Simon,Courroie HTD 800-8M
INT-00350,2024-10-09,MOT-007,Défaut Lubrification,19.50,Pierre Rodriguez,Fusible 10A; Vérin pneumatique ISO 6432; Disjoncteur C16
INT-00351,2024-08-21,CVY-009,Vibrations Anormales,29.75,Pierre Rodriguez,Capteur inductif M12
INT-00352,2024-01-26,PMP-006,Panne Électrique,34.00,Sophie Bernard,"Fusible 10A, Roulement SKF 6205"
INT-00353,2024-04-17,MOT-001,Usure Normale,23.00,Céline Lefebvre,Joint torique NBR 40x3
INT-00354,2024-12-02,MOT-010,Fuite,40.75,Julie Moreau,Courroie HTD 800-8M
INT-00355,2024-05-20,PMP-005,Surchauffe,11.25,Marie Simon,"Fusible 10A, Filtre hydraulique HF35"
INT-00356,2024-10-22,PMP-003,Vibrations Anormales,22.50,Marie Simon,Aucune
INT-00357,2024-06-12,CMP-003,Panne Hydraulique,6.00,Sophie Bernard,
INT-00358,2024-11-24,CVY-001,Défaut Capteur,34.75,RODRIGUEZ,"Graisse lithium NLGI 2, Relais temporisé"
INT-00359,2024-08-22,CNC-010,Panne Électrique,12.25,Alexandre Petit,Variateur ATV320
INT-00360,2024-04-01,CMP-005,Défaut Capteur,1 heures 30 min,Julie Moreau,Filtre hydraulique HF35
INT-00361,2024-07-30,CMP-006,Panne Pneumatique,18.25,Pierre Rodriguez,Filtre hydraulique HF35
INT-00362,2024-10-09,PMP-008,Panne Électrique,48.00,Alexandre Petit,"Graisse lithium NLGI 2, Roulement SKF 6205"
INT-00363,2024-08-28,CMP-005,Surchauffe,23.50,Céline Lefebvre,"Contacteur LC1D09, Courroie HTD 800-8M"
INT-00364,2024-09-29,CMP-003,Défaut Capteur,39.50,Thomas Laurent,Graisse lithium NLGI 2
INT-00365,2024-03-16,CMP-002,Usure Normale,4 heures 45 min,Nicolas Michel,"Fusible 10A, Huile ISO VG 68"
INT-00366,2024-10-22,CVY-001,Surchauffe,7.75,Sophie Bernard,Variateur ATV320
INT-00367,2024-04-06,MOT-003,Fuite,15.50,Martin Dupont,Filtre hydraulique HF35
INT-00368,2024-05-05,PMP-008,Panne Mécanique,44.00,N.Michel,"Relais temporisé, Graisse lithium NLGI 2"
INT-00369,2024-03-01,CNC-009,Panne Hydraulique,28.75,I. Garcia,Huile ISO VG 68
INT-00370,2024-09-25,CNC-005,Défaut Capteur,33.75,RODRIGUEZ,Courroie HTD 800-8M
INT-00371,2024-09-06,PMP-004,Panne Hydraulique,48.25,Pierre Rodriguez,Graisse lithium NLGI 2
INT-00372,2024-06-29,CMP-003,Panne Pneumatique,41.50,Céline Lefebvre,Roulement SKF 6205
INT-00373,2024-07-12,CMP-002,Défaut Lubrification,44.00,Thomas Laurent,"Graisse lithium NLGI 2, Vérin pneumatique ISO 6432, Capteur inductif M12"
INT-00374,2024-06-09,CVY-002,Vibrations Anormales,15.25,Martin Dupont,Capteur inductif M12
INT-00375,2024-01-25,CMP-005,Vibrations Anormales,35.50,Isabelle Garcia,"Courroie HTD 800-8M, Filtre hydraulique HF35"
INT-00376,2024-02-25,PMP-001,Panne Electrique,19.75,Alexandre Petit,Capteur inductif M12
INT-00377,2024-12-20,MOT-004,Panne Pneumatique,13.75,Julie Moreau,Huile ISO VG 68
INT-00378,2024-05-21,PMP-003,Fuite,17.25,Nicolas Michel,"Relais temporisé, Electrovanne 5/2"
INT-00379,2024-07-29,CMP-007,Fuite,24.00,Marie Simon,Filtre hydraulique HF35
INT-00380,2024-06-11,PMP-010,Défaut Capteur,23:45,Marie Simon,"Disjoncteur C16, Relais temporisé"
INT-00381,2024-12-18,MOT-007,Surchauffe,9.75,Alexandre Petit,Capteur inductif M12
INT-00382,2024-01-24,CMP-008,Panne Pneumatique,23.00,Sophie Bernard,Joint torique NBR 40x3
INT-00383,2024-02-15,CVY-001,Panne Hydraulique,37h15,Marie Simon,Disjoncteur C16
INT-00384,2024-12-19,PMP-004,PANNE HYDRAULIQUE,34.25,Marie Simon,Huile ISO VG 68
INT-00385,04/09/2024,CVY-001,Défaut Capteur,5.75,Marie Simon,Aucune
INT-00386,2024-09-27,CNC-002,Panne Électrique,43 heures 30 min,Marie Simon,Variateur ATV320
INT-00387,2024-12-25,CVY-009,Fuite,17.00,Julie Moreau,Contacteur LC1D09
INT-00388,28-05-2024,CNC-009,Surchauffe,30.25,Nicolas Michel,Capteur inductif M12
INT-00389,2024-07-09,PMP-001,Surchauffe,19.25,Martin Dupont,"Disjoncteur C16, Filtre hydraulique HF35"
INT-00390,2024-04-13,CVY-004,Surchauffe,3.25,Sophie Bernard,"Contacteur LC1D09, Fusible 10A"
INT-00391,2024-03-12,CVY-010,Panne Électrique,44.25,julie moreau,
INT-00392,2024-07-28,CMP-009,Fuite,18.25,Thomas Laurent,"Câble 3G2.5, Graisse lithium NLGI 2"
INT-00393,2024-04-06,MOT-007,Panne Mécanique,0.25,Martin Dupont,Electrovanne 5/2
INT-00394,2024-04-24,PMP-001,Vibrations Anormales,6.0.50,Alexandre Petit,Roulement SKF 6205
INT-00395,2024-04-14,CMP-002,Surchauffe,22.00,Nicolas Michel,"Fusible 10A, Courroie HTD 800-8M"
INT-00396,2024-09-21,CVY-006,Défaut Capteur,13.50,Céline Lefebvre,"Relais temporisé, Courroie HTD 800-8M, Variateur ATV320"
INT-00397,2024-06-02,CMP-001,Panne Mécanique,13.25,Julie Moreau,"Huile ISO VG 68, Fusible 10A"
INT-00398,2024-01-07,CVY-001,Panne Électrique,42.00,Alexandre Petit,"Relais temporisé, Graisse lithium NLGI 2"
INT-00399,2024-10-19,CVY-008,Vibration Anormale,45.75,Marie Simon,Graisse lithium NLGI 2
INT-00400,2024-03-04,CMP-006,Défaut Lubrification,2.25,Pierre Rodriguez,"Vérin pneumatique ISO 6432, Contacteur LC1D09"
INT-00401,2024-11-19,CMP-010,Panne Hydraulique,17.25,Julie Moreau,"Courroie HTD 800-8M, Joint torique NBR 40x3"
INT-00402,2024-02-18,CNC-008,Panne Mécanique,43.25,Isabelle Garcia,Câble 3G2.5
INT-00403,2024-08-23,CVY-005,Fuites,25.75,Thomas Laurent,"Joint torique NBR 40x3, Relais temporisé, Disjoncteur C16"
INT-00404,09-03-2024,CNC-007,Fuite,15.00,Thomas Laurent,"Câble 3G2.5, Huile ISO VG 68"
INT-00405,2024-01-11,MOT-009,Panne Électrique,19.25,Martin Dupont,Contacteur LC1D09
INT-00406,2024-04-23,PMP-007,Panne Pneumatique,38.50,Isabelle Garcia,Graisse lithium NLGI 2
INT-00407,2024-04-22,MOT-010,Fuite,3.75,Isabelle Garcia,Electrovanne 5/2
INT-00408,2024-09-08,CNC-002,surchauffe,31.25,Nicolas Michel,Contacteur LC1D09
INT-00409,2024-12-24,CVY-002,Usure Normale,19.50,Martin Dupont,Joint torique NBR 40x3
INT-00410,2024-09-10,CNC-001,Défaut Lubrification,5.00,Martin Dupont,Joint torique NBR 40x3
INT-00411,2024-07-04,CVY-004,Fuite,40:30,Martin Dupont,Roulement SKF 6205
INT-00412,2024-12-30,CNC-010,Panne Pneumatique,47.25,Thomas Laurent,"Capteur inductif M12, Roulement SKF 6205"
INT-00413,2024-03-18,CMP-009,Usure Normale,30.75,Marie Simon,Filtre hydraulique HF35
INT-00414,2024-06-25,CVY-010,Panne Électrique,46.00,M. Dupont,"Graisse lithium NLGI 2, Huile ISO VG 68, Electrovanne 5/2"
INT-00415,2024-08-04,CNC-003,Fuite,45.50,Martin Dupont,
INT-00416,2024-02-22,CVY-003,Défaut capteur,42.50,Sophie Bernard,Fusible 10A
INT-00417,2024-06-18,CMP-006,Usure Normale,7.75,Céline Lefebvre,Contacteur LC1D09
INT-00418,2024-12-23,CNC-003,Usure Normale,5.2,Céline Lefebvre,"Variateur ATV320, Relais temporisé"
INT-00419,2024-04-06,CNC-007,Panne Hydraulique,42.00,Céline Lefebvre,"Graisse lithium NLGI 2, Filtre hydraulique HF35"
INT-00420,2024-01-30,CVY-003,,5.75,Alexandre Petit,Huile ISO VG 68
INT-00421,2024-10-18,CNC-003,PANNE HYDRAULIQUE,18.25,Isabelle Garcia,"Vérin pneumatique ISO 6432, Filtre hydraulique HF35, Huile ISO VG 68"
INT-00422,2024-07-20,CVY-001,Fuite,17.00,Julie Moreau,"Contacteur LC1D09, Huile ISO VG 68"
INT-00423,2024-11-05,CNC-010,Vibrations Anormales,7.00,Thomas Laurent,Relais temporisé
INT-00424,2024-01-27,MOT-005,Panne Pneumatique,4.75,Céline Lefebvre,Fusible 10A
INT-00425,2024-04-29,CMP-005,Panne Hydraulique,15.00,Céline Lefebvre,Vérin pneumatique ISO 6432
INT-00426,2024-03-31,CMP-006,Panne Pneumatique,11.75,Céline Lefebvre,"Electrovanne 5/2, Relais temporisé, Vérin pneumatique ISO 6432"
INT-00427,2024-08-10,MOT-007,Défaut Lubrification,26.75,Isabelle Garcia,Filtre hydraulique HF35
INT-00428,2024-04-16,CVY-009,Défaut capteur,27.00,Alexandre Petit,"Roulement SKF 6205, Relais temporisé, Courroie HTD 800-8M"
INT-00429,2024-12-24,PMP-001,Défaut Capteur,33.75,Martin Dupont,"Relais temporisé, Capteur inductif M12, Graisse lithium NLGI 2"
INT-00430,2024-07-23,MOT-007,Défaut Capteur,25.50,Sophie Bernard,Vérin pneumatique ISO 6432
INT-00431,2024-11-05,CVY-005,Surchauffe,12.50,Nicolas Michel,Contacteur LC1D09
INT-00432,2024-06-09,CVY-001,Panne Mécanique,42.2,Isabelle Garcia,Disjoncteur C16
INT-00433,2024-12-30,CMP-004,Fuite,22.75,A. PETIT,Roulement SKF 6205
INT-00434,2024-11-07,CMP-008,Usure Normale,31.25,Pierre Rodriguez,Fusible 10A
INT-00435,2024-12-21,CNC-001,Vibrations Anormales,33.75,Céline Lefebvre,Roulement SKF 6205
INT-00436,2024-07-31,CVY-002,Défaut Capteur,30.25,Martin Dupont,Variateur ATV320
INT-00437,2024-09-07,PMP-004,Défaut Capteur,32.75,Thomas Laurent,"Disjoncteur C16, Relais temporisé, Roulement SKF 6205"
INT-00438,2024-08-31,PMP-006,,11.75,julie moreau,"Capteur inductif M12, Roulement SKF 6205, Câble 3G2.5"
INT-00439,2024-01-29,CNC-009,Usure Normale,24.50,I. Garcia,Relais temporisé
INT-00440,2024-08-28,CVY-003,Vibrations Anormales,21.75,S.Bernard,Disjoncteur C16
INT-00441,2024-06-29,CVY-007,Panne Électrique,14.75,Céline Lefebvre,Huile ISO VG 68
INT-00442,2024-03-04,CMP-006,Panne Hydraulique,36.25,Martin Dupont,Electrovanne 5/2
INT-00443,2024-10-31,CVY-010,Panne Hydraulique,47.50,Céline Lefebvre,Joint torique NBR 40x3
INT-00444,2024-12-21,MOT-009,Panne Hydraulique,10.50,Céline Lefebvre,Variateur ATV320 - Graisse lithium NLGI 2
INT-00445,2024-10-19,CVY-001,Panne Pneumatique,41.50,Céline Lefebvre,Câble 3G2.5
INT-00446,2024-06-21,PMP-007,Usure Normale,6.50,Alexandre Petit,Variateur ATV320
INT-00447,2024-02-11,PMP-009,Vibrations Anormales,40.50,Julie Moreau,"Vérin pneumatique ISO 6432, Graisse lithium NLGI 2, Roulement SKF 6205"
INT-00448,2024-06-22,CVY-007,Panne Mécanique,48.50,Sophie Bernard,Disjoncteur C16
INT-00449,2024-05-28,CMP-006,Défaut Capteur,39.0.25,I. Garcia,Câble 3G2.5
INT-00450,2024-07-06,PMP-002,Fuite,43.25,N.Michel,Variateur ATV320
INT-00451,2024-04-12,CNC-008,Surchauffe,15.50,Céline Lefebvre,"Graisse lithium NLGI 2, Contacteur LC1D09"
INT-00452,2024-09-22,MOT-009,Défaut Capteur,33.00,Nicolas Michel,Capteur inductif M12
INT-00453,2024-07-12,CNC-009,Défaut capteur,38.00,Marie Simon,-
INT-00454,2024-08-02,CMP-006,Défaut Capteur,30.00,Nicolas Michel,Courroie HTD 800-8M
INT-00455,2024-07-04,CMP-005,Surchauffe,36.00,Thomas Laurent,Joint torique NBR 40x3
INT-00456,2024-09-29,CMP-009,Défaut Capteur,24.50,Marie Simon,"Courroie HTD 800-8M, Graisse lithium NLGI 2"
INT-00457,2024-09-09,MOT-010,Panne Hydraulique,36.25,Pierre Rodriguez,Fusible 10A
INT-00458,2024-04-06,CMP-004,Panne Hydraulique,4.00,Nicolas Michel,Fusible 10A
INT-00459,2024-10-20,CNC-004,Panne Hydraulique,46.75,Celine Lefebvre,"Roulement SKF 6205, Fusible 10A"
INT-00460,2024-12-21,CNC-009,Panne Électrique,3.25,Marie SIMON,Electrovanne 5/2
INT-00461,2024-07-24,PMP-008,Panne Mécanique,42.00,Sophie Bernard,Joint torique NBR 40x3
INT-00462,2024-05-19,MOT-010,Panne Électrique,31.75,Pierre Rodriguez,"Vérin pneumatique ISO 6432, Huile ISO VG 68"
INT-00463,2024-12-28,CMP-003,Défaut Capteur,21.0.75,Martin Dupont,"Huile ISO VG 68, Electrovanne 5/2"
INT-00464,2024-06-21,PMP-005,Panne Électrique,25.25,Sophie Bernard,
INT-00465,2024-10-03,CMP-001,Usure normale,14.25,Martin Dupont,
INT-00466,2024-04-28,CVY-001,Surchauffe,32:45,Isabelle Garcia,"Roulement SKF 6205, Huile ISO VG 68"
INT-00467,13/02/2024,CNC-002,Défaut Lubrification,3.25,Céline Lefebvre,"Fusible 10A, Disjoncteur C16, Courroie HTD 800-8M"
INT-00468,2024-04-04,CNC-002,Défaut Capteur,32.25,Alexandre Petit,"Fusible 10A, Joint torique NBR 40x3"
INT-00469,2024-11-10,CMP-002,,6.75,Sophie Bernard,"Graisse lithium NLGI 2, Contacteur LC1D09"
INT-00470,2024-09-16,PMP-009,Surchauffe,19.50,Julie Moreau,
INT-00471,2024-05-05,CMP-010,Défaut Capteur,38.00,Julie Moreau,
INT-00472,2024-10-14,CVY-003,Panne Pneumatique,4.50,Isabelle Garcia,Disjoncteur C16
INT-00473,2024-12-20,CMP-002,Vibrations Anormales,13.50,Nicolas Michel,Electrovanne 5/2
INT-00474,2024-02-18,CMP-005,panne pneumatique,17.25,Marie SIMON,"Relais temporisé, Graisse lithium NLGI 2"
INT-00475,2024-08-08,CMP-007,PANNE HYDRAULIQUE,28.50,Julie Moreau,Graisse lithium NLGI 2
INT-00476,2024-01-11,MOT-010,Panne Mécanique,29.00,Nicolas Michel,Disjoncteur C16
INT-00477,2024-10-06,CNC-002,Panne Pneumatique,13.00,Céline Lefebvre,Disjoncteur C16
INT-00478,2024-10-31,CNC-006,,42.50,Thomas Laurent,
INT-00479,2024-05-05,CMP-003,Fuite,34.00,Marie Simon,Vérin pneumatique ISO 6432
INT-00480,2024-10-21,CMP-004,Fuite,34.75,M. Dupont,"Joint torique NBR 40x3, Filtre hydraulique HF35"
INT-00481,2024-04-21,PMP-008,Panne Électrique,33.75,Isabelle Garcia,Huile ISO VG 68
INT-00482,2024-06-29,MOT-004,Défaut Lubrification,29.00,I. Garcia,N/A
INT-00483,2024-10-06,PMP-004,Usure Normale,19.25,Céline Lefebvre,Joint torique NBR 40x3
INT-00484,2024-06-18,PMP-008,Défaut Capteur,38h00,Martin Dupont,Disjoncteur C16
INT-00485,2024-08-11,CVY-002,Surchauffe,45.50,Thomas Laurent,Fusible 10A
INT-00486,2024-06-30,CNC-003,Défaut Capteur,38.00,Thomas Laurent,Relais temporisé
